"LoginID","CustomerID","LoginType","DeviceInterface","MobileDeviceName","WebInterface","LastLogin"
"40","1","Web","Web","","UC Browser","2024-06-17T13:01:05.835609"
"41","1","Mobile","iOS","iPhone","","2024-06-16T13:01:05.835609"
"42","1","Mobile","iOS","iPhone","","2024-06-10T13:01:05.835609"
"43","1","Web","Web","","Other","2024-06-09T13:01:05.835609"
"44","1","Web","Web","","Opera","2024-06-06T13:01:05.835609"
"45","1","Mobile","Android","Oppo","","2024-05-29T13:01:05.835609"
"46","1","Mobile","iOS","iPhone","","2024-05-27T13:01:05.835609"
"47","1","Web","Web","","Safari","2024-05-20T13:01:05.835609"
"48","1","Web","Web","","Google Chrome","2024-05-22T13:01:05.835609"
"49","1","Mobile","iOS","iPhone","","2024-05-13T13:01:05.835609"
"50","1","Web","Web","","Opera","2024-05-17T13:01:05.835609"
"51","1","Web","Web","","Microsoft Edge","2024-05-11T13:01:05.835609"
"52","1","Mobile","Android","Vivo","","2024-05-12T13:01:05.835609"
"53","1","Mobile","Android","Realme","","2024-05-04T13:01:05.835609"
"54","1","Web","Web","","Firefox","2024-05-04T13:01:05.835609"
"55","1","Web","Web","","Google Chrome","2024-04-27T13:01:05.835609"
"56","1","Mobile","iOS","iPhone","","2024-04-26T13:01:05.835609"
"57","1","Mobile","Android","Xiaomi","","2024-04-16T13:01:05.835609"
"58","1","Web","Web","","Other","2024-04-18T13:01:05.835609"
"59","1","Web","Web","","Google Chrome","2024-04-09T13:01:05.835609"
"60","1","Mobile","iOS","iPhone","","2024-04-13T13:01:05.835609"
"61","1","Web","Web","","Opera","2024-04-06T13:01:05.835609"
"62","1","Mobile","Android","Google Pixel","","2024-04-03T13:01:05.835609"
"63","1","Mobile","Android","Google Pixel","","2024-03-25T13:01:05.835609"
"64","1","Mobile","Android","Google Pixel","","2024-03-29T13:01:05.835609"
"65","1","Mobile","iOS","iPhone","","2024-03-18T13:01:05.835609"
"66","1","Web","Web","","Google Chrome","2024-03-21T13:01:05.835609"
"67","1","Mobile","Android","Other","","2024-03-16T13:01:05.835609"
"68","1","Web","Web","","Firefox","2024-03-17T13:01:05.835609"
"69","1","Web","Web","","Microsoft Edge","2024-03-09T13:01:05.835609"
"70","1","Web","Web","","Firefox","2024-03-05T13:01:05.835609"
"71","1","Mobile","iOS","iPhone","","2024-02-26T13:01:05.835609"
"72","1","Mobile","iOS","iPhone","","2024-03-01T13:01:05.835609"
"73","1","Mobile","iOS","iPhone","","2024-02-23T13:01:05.835609"
"74","1","Mobile","Android","Google Pixel","","2024-02-20T13:01:05.835609"
"75","1","Mobile","Android","Xiaomi","","2024-02-14T13:01:05.835609"
"76","1","Web","Web","","Opera","2024-02-15T13:01:05.835609"
"77","1","Web","Web","","Firefox","2024-02-08T13:01:05.835609"
"78","1","Mobile","iOS","iPhone","","2024-02-05T13:01:05.835609"
"79","1","Mobile","iOS","iPhone","","2024-02-03T13:01:05.835609"
"80","1","Mobile","Android","Oppo","","2024-02-03T13:01:05.835609"
"81","1","Mobile","Android","Xiaomi","","2024-01-28T13:01:05.835609"
"82","1","Web","Web","","Safari","2024-01-27T13:01:05.835609"
"83","1","Mobile","Android","Google Pixel","","2024-01-21T13:01:05.835609"
"84","1","Web","Web","","Microsoft Edge","2024-01-21T13:01:05.835609"
"85","1","Mobile","iOS","iPhone","","2024-01-10T13:01:05.835609"
"86","1","Web","Web","","UC Browser","2024-01-11T13:01:05.835609"
"87","1","Web","Web","","Microsoft Edge","2024-01-04T13:01:05.835609"
"88","1","Mobile","Android","Realme","","2024-01-01T13:01:05.835609"
"89","1","Mobile","iOS","iPhone","","2023-12-27T13:01:05.835609"
"90","1","Web","Web","","Microsoft Edge","2023-12-28T13:01:05.835609"
"91","1","Mobile","iOS","iPhone","","2023-12-20T13:01:05.835609"
"92","1","Mobile","Android","Google Pixel","","2023-12-22T13:01:05.835609"
"93","1","Web","Web","","Safari","2023-12-17T13:01:05.835609"
"94","1","Web","Web","","Google Chrome","2023-12-13T13:01:05.835609"
"95","1","Mobile","Android","Oppo","","2023-12-06T13:01:05.835609"
"96","1","Web","Web","","Microsoft Edge","2023-12-05T13:01:05.835609"
"97","1","Mobile","Android","Realme","","2023-11-28T13:01:05.835609"
"98","1","Web","Web","","Safari","2023-11-27T13:01:05.835609"
"99","1","Web","Web","","Google Chrome","2023-11-21T13:01:05.835609"
"100","1","Web","Web","","Safari","2023-11-26T13:01:05.835609"
"101","1","Web","Web","","Opera","2023-11-18T13:01:05.835609"
"102","1","Mobile","Android","Realme","","2023-11-13T13:01:05.835609"
"103","1","Web","Web","","UC Browser","2023-11-09T13:01:05.835609"
"104","1","Web","Web","","Safari","2023-11-08T13:01:05.835609"
"105","2","Web","Web","","Google Chrome","2024-10-30T13:01:05.835609"
"106","2","Mobile","Android","Other","","2024-10-25T13:01:05.835609"
"107","2","Mobile","Android","Google Pixel","","2024-10-17T13:01:05.835609"
"108","2","Mobile","Android","Vivo","","2024-10-10T13:01:05.835609"
"109","2","Web","Web","","Opera","2024-10-03T13:01:05.835609"
"110","2","Web","Web","","Other","2024-09-29T13:01:05.835609"
"111","2","Mobile","Android","Realme","","2024-09-19T13:01:05.835609"
"112","2","Mobile","iOS","iPhone","","2024-09-10T13:01:05.835609"
"113","2","Mobile","Android","Google Pixel","","2024-09-02T13:01:05.835609"
"114","2","Web","Web","","Firefox","2024-08-26T13:01:05.835609"
"115","2","Web","Web","","Safari","2024-08-23T13:01:05.835609"
"116","2","Mobile","Android","Samsung Galaxy","","2024-08-16T13:01:05.835609"
"117","2","Web","Web","","Opera","2024-08-11T13:01:05.835609"
"118","2","Web","Web","","UC Browser","2024-07-29T13:01:05.835609"
"119","2","Web","Web","","Google Chrome","2024-07-26T13:01:05.835609"
"120","2","Web","Web","","Other","2024-07-21T13:01:05.835609"
"121","2","Mobile","Android","Vivo","","2024-07-12T13:01:05.835609"
"122","2","Mobile","Android","Vivo","","2024-07-05T13:01:05.835609"
"123","2","Web","Web","","Opera","2024-06-30T13:01:05.835609"
"124","2","Web","Web","","Microsoft Edge","2024-06-17T13:01:05.835609"
"125","2","Web","Web","","UC Browser","2024-06-15T13:01:05.835609"
"126","2","Mobile","Android","Other","","2024-06-03T13:01:05.835609"
"127","2","Mobile","iOS","iPhone","","2024-05-28T13:01:05.835609"
"128","2","Web","Web","","Opera","2024-05-23T13:01:05.835609"
"129","2","Web","Web","","Other","2024-05-17T13:01:05.835609"
"130","2","Mobile","iOS","iPhone","","2024-05-10T13:01:05.835609"
"131","2","Mobile","Android","Xiaomi","","2024-05-05T13:01:05.835609"
"132","2","Mobile","iOS","iPhone","","2024-04-24T13:01:05.835609"
"133","2","Web","Web","","Microsoft Edge","2024-04-17T13:01:05.835609"
"134","2","Mobile","Android","OnePlus","","2024-04-13T13:01:05.835609"
"135","2","Mobile","iOS","iPhone","","2024-04-03T13:01:05.835609"
"136","2","Web","Web","","Google Chrome","2024-03-29T13:01:05.835609"
"137","2","Web","Web","","UC Browser","2024-03-23T13:01:05.835609"
"138","2","Web","Web","","UC Browser","2024-03-11T13:01:05.835609"
"139","2","Mobile","iOS","iPhone","","2024-03-04T13:01:05.835609"
"140","2","Web","Web","","Microsoft Edge","2024-03-03T13:01:05.835609"
"141","2","Web","Web","","Firefox","2024-02-19T13:01:05.835609"
"142","2","Web","Web","","Opera","2024-02-15T13:01:05.835609"
"143","2","Web","Web","","Firefox","2024-02-07T13:01:05.835609"
"144","2","Web","Web","","Google Chrome","2024-01-31T13:01:05.835609"
"145","2","Mobile","Android","Oppo","","2024-01-23T13:01:05.835609"
"146","2","Web","Web","","Google Chrome","2024-01-16T13:01:05.835609"
"147","2","Web","Web","","UC Browser","2024-01-12T13:01:05.835609"
"148","2","Web","Web","","Opera","2024-01-04T13:01:05.835609"
"149","2","Mobile","iOS","iPhone","","2023-12-28T13:01:05.835609"
"150","2","Web","Web","","Google Chrome","2023-12-22T13:01:05.835609"
"151","2","Mobile","Android","Vivo","","2023-12-16T13:01:05.835609"
"152","2","Mobile","Android","Vivo","","2023-12-04T13:01:05.835609"
"153","2","Mobile","iOS","iPhone","","2023-11-29T13:01:05.835609"
"154","2","Mobile","Android","Other","","2023-11-20T13:01:05.835609"
"155","2","Web","Web","","Safari","2023-11-14T13:01:05.835609"
"156","2","Mobile","iOS","iPhone","","2023-11-11T13:01:05.835609"
"157","3","Mobile","Android","Realme","","2024-10-29T13:01:05.835609"
"158","3","Mobile","Android","Vivo","","2024-10-24T13:01:05.835609"
"159","3","Mobile","iOS","iPhone","","2024-10-15T13:01:05.835609"
"160","3","Web","Web","","Microsoft Edge","2024-10-10T13:01:05.835609"
"161","3","Mobile","iOS","iPhone","","2024-10-02T13:01:05.835609"
"162","3","Web","Web","","Google Chrome","2024-09-28T13:01:05.835609"
"163","3","Web","Web","","UC Browser","2024-09-17T13:01:05.835609"
"164","3","Web","Web","","Safari","2024-09-12T13:01:05.835609"
"165","3","Mobile","Android","OnePlus","","2024-09-05T13:01:05.835609"
"166","3","Web","Web","","Opera","2024-09-01T13:01:05.835609"
"167","3","Mobile","iOS","iPhone","","2024-08-20T13:01:05.835609"
"168","3","Web","Web","","Safari","2024-08-12T13:01:05.835609"
"169","3","Web","Web","","Opera","2024-08-06T13:01:05.835609"
"170","3","Mobile","iOS","iPhone","","2024-07-31T13:01:05.835609"
"171","3","Mobile","Android","Oppo","","2024-07-26T13:01:05.835609"
"172","3","Web","Web","","Google Chrome","2024-07-19T13:01:05.835609"
"173","3","Mobile","Android","OnePlus","","2024-07-13T13:01:05.835609"
"174","3","Web","Web","","UC Browser","2024-07-02T13:01:05.835609"
"175","3","Mobile","iOS","iPhone","","2024-06-25T13:01:05.835609"
"176","3","Mobile","Android","OnePlus","","2024-06-21T13:01:05.835609"
"177","3","Web","Web","","UC Browser","2024-06-10T13:01:05.835609"
"178","3","Web","Web","","UC Browser","2024-06-06T13:01:05.835609"
"179","3","Mobile","iOS","iPhone","","2024-05-29T13:01:05.835609"
"180","3","Mobile","iOS","iPhone","","2024-05-25T13:01:05.835609"
"181","3","Web","Web","","Firefox","2024-05-14T13:01:05.835609"
"182","3","Web","Web","","Safari","2024-05-12T13:01:05.835609"
"183","3","Web","Web","","Safari","2024-05-04T13:01:05.835609"
"184","3","Web","Web","","Safari","2024-04-22T13:01:05.835609"
"185","3","Web","Web","","Safari","2024-04-16T13:01:05.835609"
"186","3","Web","Web","","Google Chrome","2024-04-11T13:01:05.835609"
"187","3","Web","Web","","Google Chrome","2024-04-02T13:01:05.835609"
"188","3","Web","Web","","UC Browser","2024-03-28T13:01:05.835609"
"189","3","Mobile","Android","Vivo","","2024-03-24T13:01:05.835609"
"190","3","Web","Web","","Microsoft Edge","2024-03-14T13:01:05.835609"
"191","3","Mobile","Android","Google Pixel","","2024-03-05T13:01:05.835609"
"192","3","Web","Web","","Firefox","2024-02-29T13:01:05.835609"
"193","3","Web","Web","","Safari","2024-02-22T13:01:05.835609"
"194","3","Web","Web","","Opera","2024-02-14T13:01:05.835609"
"195","3","Mobile","iOS","iPhone","","2024-02-10T13:01:05.835609"
"196","3","Mobile","iOS","iPhone","","2024-02-02T13:01:05.835609"
"197","3","Mobile","iOS","iPhone","","2024-01-22T13:01:05.835609"
"198","3","Mobile","iOS","iPhone","","2024-01-20T13:01:05.835609"
"199","3","Web","Web","","Opera","2024-01-08T13:01:05.835609"
"200","3","Mobile","Android","Samsung Galaxy","","2024-01-04T13:01:05.835609"
"201","3","Mobile","iOS","iPhone","","2023-12-25T13:01:05.835609"
"202","3","Mobile","iOS","iPhone","","2023-12-18T13:01:05.835609"
"203","3","Web","Web","","Other","2023-12-14T13:01:05.835609"
"204","3","Mobile","iOS","iPhone","","2023-12-07T13:01:05.835609"
"205","3","Web","Web","","Opera","2023-12-01T13:01:05.835609"
"206","3","Web","Web","","UC Browser","2023-11-23T13:01:05.835609"
"207","3","Web","Web","","Microsoft Edge","2023-11-19T13:01:05.835609"
"208","3","Web","Web","","Microsoft Edge","2023-11-09T13:01:05.835609"
"209","4","Mobile","Android","Other","","2024-10-31T13:01:05.835609"
"210","4","Web","Web","","Microsoft Edge","2024-10-22T13:01:05.835609"
"211","4","Web","Web","","UC Browser","2024-10-14T13:01:05.835609"
"212","4","Web","Web","","Firefox","2024-10-11T13:01:05.835609"
"213","4","Mobile","Android","OnePlus","","2024-10-04T13:01:05.835609"
"214","4","Mobile","Android","Vivo","","2024-09-25T13:01:05.835609"
"215","4","Mobile","iOS","iPhone","","2024-09-17T13:01:05.835609"
"216","4","Web","Web","","Safari","2024-09-10T13:01:05.835609"
"217","4","Web","Web","","Opera","2024-09-07T13:01:05.835609"
"218","4","Mobile","Android","Xiaomi","","2024-08-29T13:01:05.835609"
"219","4","Mobile","iOS","iPhone","","2024-08-20T13:01:05.835609"
"220","4","Web","Web","","Microsoft Edge","2024-08-13T13:01:05.835609"
"221","4","Web","Web","","Google Chrome","2024-08-07T13:01:05.835609"
"222","4","Web","Web","","Microsoft Edge","2024-08-02T13:01:05.835609"
"223","4","Web","Web","","Google Chrome","2024-07-23T13:01:05.835609"
"224","4","Mobile","iOS","iPhone","","2024-07-16T13:01:05.835609"
"225","4","Web","Web","","Firefox","2024-07-08T13:01:05.835609"
"226","4","Mobile","iOS","iPhone","","2024-07-07T13:01:05.835609"
"227","4","Web","Web","","Other","2024-06-29T13:01:05.835609"
"228","4","Mobile","iOS","iPhone","","2024-06-17T13:01:05.835609"
"229","4","Mobile","Android","Samsung Galaxy","","2024-06-12T13:01:05.835609"
"230","4","Mobile","Android","Xiaomi","","2024-06-04T13:01:05.835609"
"231","4","Mobile","Android","Google Pixel","","2024-05-27T13:01:05.835609"
"232","4","Mobile","Android","Xiaomi","","2024-05-26T13:01:05.835609"
"233","4","Mobile","iOS","iPhone","","2024-05-13T13:01:05.835609"
"234","4","Web","Web","","Other","2024-05-12T13:01:05.835609"
"235","4","Mobile","Android","Samsung Galaxy","","2024-05-01T13:01:05.835609"
"236","4","Web","Web","","Google Chrome","2024-04-25T13:01:05.835609"
"237","4","Mobile","iOS","iPhone","","2024-04-18T13:01:05.835609"
"238","4","Mobile","Android","OnePlus","","2024-04-09T13:01:05.835609"
"239","4","Mobile","iOS","iPhone","","2024-04-02T13:01:05.835609"
"240","4","Mobile","iOS","iPhone","","2024-03-31T13:01:05.835609"
"241","4","Mobile","Android","Xiaomi","","2024-03-24T13:01:05.835609"
"242","4","Mobile","Android","Oppo","","2024-03-11T13:01:05.835609"
"243","4","Web","Web","","Safari","2024-03-08T13:01:05.835609"
"244","4","Mobile","Android","Oppo","","2024-03-02T13:01:05.835609"
"245","4","Mobile","iOS","iPhone","","2024-02-22T13:01:05.835609"
"246","4","Mobile","Android","OnePlus","","2024-02-12T13:01:05.835609"
"247","4","Mobile","iOS","iPhone","","2024-02-11T13:01:05.835609"
"248","4","Mobile","iOS","iPhone","","2024-02-02T13:01:05.835609"
"249","4","Mobile","Android","Vivo","","2024-01-22T13:01:05.835609"
"250","4","Web","Web","","Opera","2024-01-16T13:01:05.835609"
"251","4","Mobile","iOS","iPhone","","2024-01-10T13:01:05.835609"
"252","4","Web","Web","","Google Chrome","2024-01-02T13:01:05.835609"
"253","4","Mobile","iOS","iPhone","","2023-12-29T13:01:05.835609"
"254","4","Web","Web","","Opera","2023-12-24T13:01:05.835609"
"255","4","Web","Web","","Firefox","2023-12-15T13:01:05.835609"
"256","4","Web","Web","","Safari","2023-12-05T13:01:05.835609"
"257","4","Web","Web","","Other","2023-12-01T13:01:05.835609"
"258","4","Web","Web","","UC Browser","2023-11-21T13:01:05.835609"
"259","4","Web","Web","","Google Chrome","2023-11-19T13:01:05.835609"
"260","4","Mobile","iOS","iPhone","","2023-11-09T13:01:05.835609"
"261","5","Web","Web","","Firefox","2024-11-01T13:01:05.835609"
"262","5","Web","Web","","Safari","2024-10-31T13:01:05.835609"
"263","5","Mobile","Android","Realme","","2024-10-21T13:01:05.835609"
"264","5","Mobile","iOS","iPhone","","2024-10-26T13:01:05.835609"
"265","5","Mobile","iOS","iPhone","","2024-10-20T13:01:05.835609"
"266","5","Mobile","iOS","iPhone","","2024-10-18T13:01:05.835609"
"267","5","Web","Web","","Safari","2024-10-08T13:01:05.835609"
"268","5","Mobile","iOS","iPhone","","2024-10-07T13:01:05.835609"
"269","5","Web","Web","","Firefox","2024-10-04T13:01:05.835609"
"270","5","Web","Web","","Safari","2024-10-01T13:01:05.835609"
"271","5","Mobile","Android","Xiaomi","","2024-09-23T13:01:05.835609"
"272","5","Mobile","iOS","iPhone","","2024-09-25T13:01:05.835609"
"273","5","Mobile","iOS","iPhone","","2024-09-18T13:01:05.835609"
"274","5","Mobile","Android","Vivo","","2024-09-19T13:01:05.835609"
"275","5","Mobile","Android","Realme","","2024-09-09T13:01:05.835609"
"276","5","Web","Web","","UC Browser","2024-09-09T13:01:05.835609"
"277","5","Web","Web","","Microsoft Edge","2024-09-02T13:01:05.835609"
"278","5","Mobile","iOS","iPhone","","2024-09-06T13:01:05.835609"
"279","5","Mobile","Android","Vivo","","2024-08-27T13:01:05.835609"
"280","5","Web","Web","","Other","2024-08-30T13:01:05.835609"
"281","5","Web","Web","","Microsoft Edge","2024-08-19T13:01:05.835609"
"282","5","Web","Web","","UC Browser","2024-08-24T13:01:05.835609"
"283","5","Web","Web","","Google Chrome","2024-08-12T13:01:05.835609"
"284","5","Mobile","Android","Realme","","2024-08-17T13:01:05.835609"
"285","5","Web","Web","","Safari","2024-08-08T13:01:05.835609"
"286","5","Mobile","Android","Other","","2024-08-08T13:01:05.835609"
"287","5","Web","Web","","Safari","2024-08-04T13:01:05.835609"
"288","5","Web","Web","","UC Browser","2024-07-31T13:01:05.835609"
"289","5","Mobile","iOS","iPhone","","2024-07-28T13:01:05.835609"
"290","5","Web","Web","","Firefox","2024-07-22T13:01:05.835609"
"291","5","Web","Web","","Opera","2024-07-17T13:01:05.835609"
"292","5","Mobile","iOS","iPhone","","2024-07-16T13:01:05.835609"
"293","5","Mobile","iOS","iPhone","","2024-07-09T13:01:05.835609"
"294","5","Web","Web","","Microsoft Edge","2024-07-14T13:01:05.835609"
"295","5","Web","Web","","Firefox","2024-07-02T13:01:05.835609"
"296","5","Web","Web","","Microsoft Edge","2024-07-06T13:01:05.835609"
"297","5","Mobile","iOS","iPhone","","2024-06-28T13:01:05.835609"
"298","5","Web","Web","","Microsoft Edge","2024-06-28T13:01:05.835609"
"299","5","Web","Web","","Opera","2024-06-19T13:01:05.835609"
"300","5","Mobile","Android","Google Pixel","","2024-06-21T13:01:05.835609"
"301","5","Web","Web","","Google Chrome","2024-06-11T13:01:05.835609"
"302","5","Web","Web","","Opera","2024-06-14T13:01:05.835609"
"303","5","Web","Web","","Opera","2024-06-06T13:01:05.835609"
"304","5","Web","Web","","Safari","2024-06-06T13:01:05.835609"
"305","5","Mobile","Android","Google Pixel","","2024-05-28T13:01:05.835609"
"306","5","Mobile","Android","Realme","","2024-05-30T13:01:05.835609"
"307","5","Mobile","iOS","iPhone","","2024-05-24T13:01:05.835609"
"308","5","Mobile","iOS","iPhone","","2024-05-23T13:01:05.835609"
"309","5","Web","Web","","UC Browser","2024-05-16T13:01:05.835609"
"310","5","Web","Web","","Opera","2024-05-18T13:01:05.835609"
"311","5","Mobile","iOS","iPhone","","2024-05-10T13:01:05.835609"
"312","5","Mobile","iOS","iPhone","","2024-05-08T13:01:05.835609"
"313","5","Web","Web","","Firefox","2024-05-01T13:01:05.835609"
"314","5","Web","Web","","Google Chrome","2024-04-29T13:01:05.835609"
"315","5","Web","Web","","Firefox","2024-04-23T13:01:05.835609"
"316","5","Web","Web","","Firefox","2024-04-24T13:01:05.835609"
"317","5","Mobile","iOS","iPhone","","2024-04-17T13:01:05.835609"
"318","5","Mobile","iOS","iPhone","","2024-04-16T13:01:05.835609"
"319","5","Web","Web","","Google Chrome","2024-04-13T13:01:05.835609"
"320","5","Mobile","iOS","iPhone","","2024-04-11T13:01:05.835609"
"321","5","Web","Web","","Google Chrome","2024-04-03T13:01:05.835609"
"322","5","Mobile","Android","Realme","","2024-04-03T13:01:05.835609"
"323","5","Mobile","iOS","iPhone","","2024-03-26T13:01:05.835609"
"324","5","Mobile","iOS","iPhone","","2024-03-25T13:01:05.835609"
"325","5","Web","Web","","Safari","2024-03-21T13:01:05.835609"
"326","5","Web","Web","","Firefox","2024-03-23T13:01:05.835609"
"327","5","Mobile","Android","Xiaomi","","2024-03-17T13:01:05.835609"
"328","5","Web","Web","","Firefox","2024-03-15T13:01:05.835609"
"329","5","Web","Web","","Firefox","2024-03-08T13:01:05.835609"
"330","5","Mobile","iOS","iPhone","","2024-03-10T13:01:05.835609"
"331","5","Web","Web","","Google Chrome","2024-02-27T13:01:05.835609"
"332","5","Mobile","iOS","iPhone","","2024-02-29T13:01:05.835609"
"333","5","Mobile","Android","Other","","2024-02-21T13:01:05.835609"
"334","5","Mobile","iOS","iPhone","","2024-02-24T13:01:05.835609"
"335","5","Mobile","Android","OnePlus","","2024-02-17T13:01:05.835609"
"336","5","Mobile","Android","OnePlus","","2024-02-16T13:01:05.835609"
"337","5","Mobile","Android","Samsung Galaxy","","2024-02-11T13:01:05.835609"
"338","5","Mobile","Android","OnePlus","","2024-02-06T13:01:05.835609"
"339","5","Mobile","iOS","iPhone","","2024-01-30T13:01:05.835609"
"340","5","Web","Web","","Safari","2024-02-04T13:01:05.835609"
"341","5","Mobile","Android","Xiaomi","","2024-01-22T13:01:05.835609"
"342","5","Web","Web","","Other","2024-01-28T13:01:05.835609"
"343","5","Web","Web","","Google Chrome","2024-01-17T13:01:05.835609"
"344","5","Web","Web","","Safari","2024-01-19T13:01:05.835609"
"345","5","Web","Web","","Firefox","2024-01-09T13:01:05.835609"
"346","5","Mobile","Android","Samsung Galaxy","","2024-01-14T13:01:05.835609"
"347","5","Web","Web","","UC Browser","2024-01-01T13:01:05.835609"
"348","5","Web","Web","","Microsoft Edge","2024-01-04T13:01:05.835609"
"349","5","Web","Web","","Safari","2023-12-28T13:01:05.835609"
"350","5","Mobile","Android","Samsung Galaxy","","2023-12-26T13:01:05.835609"
"351","5","Mobile","iOS","iPhone","","2023-12-23T13:01:05.835609"
"352","5","Mobile","iOS","iPhone","","2023-12-20T13:01:05.835609"
"353","5","Mobile","iOS","iPhone","","2023-12-15T13:01:05.835609"
"354","5","Web","Web","","Google Chrome","2023-12-17T13:01:05.835609"
"355","5","Web","Web","","Other","2023-12-07T13:01:05.835609"
"356","5","Mobile","iOS","iPhone","","2023-12-10T13:01:05.835609"
"357","5","Mobile","iOS","iPhone","","2023-12-01T13:01:05.835609"
"358","5","Web","Web","","Other","2023-12-03T13:01:05.835609"
"359","5","Mobile","Android","Google Pixel","","2023-11-23T13:01:05.835609"
"360","5","Mobile","Android","Realme","","2023-11-20T13:01:05.835609"
"361","5","Mobile","iOS","iPhone","","2023-11-14T13:01:05.835609"
"362","5","Mobile","iOS","iPhone","","2023-11-17T13:01:05.835609"
"363","5","Mobile","Android","Samsung Galaxy","","2023-11-10T13:01:05.835609"
"364","5","Web","Web","","Other","2023-11-08T13:01:05.835609"
