"LoginID","CustomerID","LoginType","DeviceInterface","MobileDeviceName","WebInterface","LastLogin"
"506","7","Web","Web","","Other","2024-02-18T13:01:05.835609"
"507","7","Web","Web","","Other","2024-02-06T13:01:05.835609"
"508","7","Mobile","iOS","iPhone","","2024-02-01T13:01:05.835609"
"509","7","Web","Web","","Safari","2024-01-23T13:01:05.835609"
"510","7","Mobile","iOS","iPhone","","2024-01-15T13:01:05.835609"
"511","7","Web","Web","","Safari","2024-01-12T13:01:05.835609"
"512","7","Web","Web","","Opera","2024-01-04T13:01:05.835609"
"513","7","Web","Web","","Microsoft Edge","2023-12-30T13:01:05.835609"
"514","7","Web","Web","","Opera","2023-12-18T13:01:05.835609"
"515","7","Web","Web","","Microsoft Edge","2023-12-13T13:01:05.835609"
"516","7","Web","Web","","Opera","2023-12-08T13:01:05.835609"
"517","7","Mobile","Android","Vivo","","2023-11-29T13:01:05.835609"
"518","7","Web","Web","","Safari","2023-11-24T13:01:05.835609"
"519","7","Web","Web","","Opera","2023-11-14T13:01:05.835609"
"520","7","Mobile","Android","Google Pixel","","2023-11-06T13:01:05.835609"
"521","8","Web","Web","","Safari","2024-10-30T13:01:05.835609"
"522","8","Mobile","Android","Vivo","","2024-11-01T13:01:05.835609"
"523","8","Web","Web","","UC Browser","2024-10-23T13:01:05.835609"
"524","8","Mobile","iOS","iPhone","","2024-10-22T13:01:05.835609"
"525","8","Mobile","Android","Oppo","","2024-10-15T13:01:05.835609"
"526","8","Mobile","Android","Realme","","2024-10-20T13:01:05.835609"
"527","8","Web","Web","","UC Browser","2024-10-09T13:01:05.835609"
"528","8","Web","Web","","UC Browser","2024-10-13T13:01:05.835609"
"529","8","Web","Web","","Microsoft Edge","2024-10-05T13:01:05.835609"
"530","8","Mobile","iOS","iPhone","","2024-10-06T13:01:05.835609"
"531","8","Web","Web","","Other","2024-09-26T13:01:05.835609"
"532","8","Mobile","Android","Oppo","","2024-09-29T13:01:05.835609"
"533","8","Web","Web","","Microsoft Edge","2024-09-17T13:01:05.835609"
"534","8","Web","Web","","UC Browser","2024-09-22T13:01:05.835609"
"535","8","Mobile","iOS","iPhone","","2024-09-14T13:01:05.835609"
"536","8","Mobile","Android","Other","","2024-09-09T13:01:05.835609"
"537","8","Mobile","Android","Vivo","","2024-09-02T13:01:05.835609"
"538","8","Web","Web","","Other","2024-09-02T13:01:05.835609"
"539","8","Web","Web","","Microsoft Edge","2024-08-28T13:01:05.835609"
"540","8","Mobile","iOS","iPhone","","2024-08-29T13:01:05.835609"
"541","8","Web","Web","","Other","2024-08-25T13:01:05.835609"
"542","8","Web","Web","","Safari","2024-08-20T13:01:05.835609"
"543","8","Mobile","iOS","iPhone","","2024-08-14T13:01:05.835609"
"544","8","Web","Web","","Google Chrome","2024-08-12T13:01:05.835609"
"545","8","Mobile","iOS","iPhone","","2024-08-09T13:01:05.835609"
"546","8","Mobile","iOS","iPhone","","2024-08-10T13:01:05.835609"
"547","8","Web","Web","","Opera","2024-07-30T13:01:05.835609"
"548","8","Mobile","Android","Xiaomi","","2024-07-29T13:01:05.835609"
"549","8","Web","Web","","Opera","2024-07-27T13:01:05.835609"
"550","8","Mobile","Android","Realme","","2024-07-23T13:01:05.835609"
"551","8","Mobile","Android","Google Pixel","","2024-07-20T13:01:05.835609"
"552","8","Web","Web","","Opera","2024-07-20T13:01:05.835609"
"553","8","Web","Web","","Firefox","2024-07-08T13:01:05.835609"
"554","8","Web","Web","","UC Browser","2024-07-11T13:01:05.835609"
"555","8","Web","Web","","Microsoft Edge","2024-07-01T13:01:05.835609"
"556","8","Mobile","iOS","iPhone","","2024-07-01T13:01:05.835609"
"557","8","Mobile","iOS","iPhone","","2024-06-30T13:01:05.835609"
"558","8","Web","Web","","Google Chrome","2024-06-27T13:01:05.835609"
"559","8","Mobile","Android","Xiaomi","","2024-06-18T13:01:05.835609"
"560","8","Mobile","Android","Oppo","","2024-06-19T13:01:05.835609"
"561","8","Web","Web","","Opera","2024-06-10T13:01:05.835609"
"562","8","Mobile","Android","Samsung Galaxy","","2024-06-11T13:01:05.835609"
"563","8","Web","Web","","UC Browser","2024-06-04T13:01:05.835609"
"564","8","Web","Web","","Safari","2024-06-03T13:01:05.835609"
"565","8","Web","Web","","Google Chrome","2024-05-30T13:01:05.835609"
"566","8","Mobile","iOS","iPhone","","2024-05-28T13:01:05.835609"
"567","8","Web","Web","","Google Chrome","2024-05-24T13:01:05.835609"
"568","8","Web","Web","","Microsoft Edge","2024-05-21T13:01:05.835609"
"569","8","Mobile","Android","Other","","2024-05-17T13:01:05.835609"
"570","8","Mobile","iOS","iPhone","","2024-05-14T13:01:05.835609"
"571","8","Web","Web","","UC Browser","2024-05-08T13:01:05.835609"
"572","8","Web","Web","","Microsoft Edge","2024-05-12T13:01:05.835609"
"573","8","Mobile","Android","Samsung Galaxy","","2024-04-29T13:01:05.835609"
"574","8","Web","Web","","Firefox","2024-05-05T13:01:05.835609"
"575","8","Mobile","iOS","iPhone","","2024-04-26T13:01:05.835609"
"576","8","Mobile","Android","Xiaomi","","2024-04-22T13:01:05.835609"
"577","8","Mobile","Android","Google Pixel","","2024-04-15T13:01:05.835609"
"578","8","Mobile","Android","OnePlus","","2024-04-16T13:01:05.835609"
"579","8","Mobile","Android","Vivo","","2024-04-14T13:01:05.835609"
"580","8","Mobile","iOS","iPhone","","2024-04-13T13:01:05.835609"
"581","8","Web","Web","","UC Browser","2024-04-02T13:01:05.835609"
"582","8","Web","Web","","UC Browser","2024-04-05T13:01:05.835609"
"583","8","Mobile","Android","Realme","","2024-03-28T13:01:05.835609"
"584","8","Web","Web","","Safari","2024-03-30T13:01:05.835609"
"585","8","Mobile","iOS","iPhone","","2024-03-19T13:01:05.835609"
"586","8","Mobile","iOS","iPhone","","2024-03-23T13:01:05.835609"
"587","8","Mobile","iOS","iPhone","","2024-03-15T13:01:05.835609"
"588","8","Mobile","Android","OnePlus","","2024-03-11T13:01:05.835609"
"589","8","Web","Web","","Other","2024-03-04T13:01:05.835609"
"590","8","Web","Web","","Firefox","2024-03-05T13:01:05.835609"
"591","8","Mobile","iOS","iPhone","","2024-03-01T13:01:05.835609"
"592","8","Mobile","iOS","iPhone","","2024-02-26T13:01:05.835609"
"593","8","Web","Web","","Other","2024-02-19T13:01:05.835609"
"594","8","Web","Web","","Other","2024-02-20T13:01:05.835609"
"595","8","Mobile","iOS","iPhone","","2024-02-14T13:01:05.835609"
"596","8","Web","Web","","Firefox","2024-02-18T13:01:05.835609"
"597","8","Web","Web","","Firefox","2024-02-09T13:01:05.835609"
"598","8","Web","Web","","Firefox","2024-02-10T13:01:05.835609"
"599","8","Web","Web","","Opera","2024-01-30T13:01:05.835609"
"600","8","Web","Web","","UC Browser","2024-01-29T13:01:05.835609"
"601","8","Web","Web","","Google Chrome","2024-01-23T13:01:05.835609"
"602","8","Mobile","iOS","iPhone","","2024-01-26T13:01:05.835609"
"603","8","Web","Web","","Other","2024-01-20T13:01:05.835609"
"604","8","Web","Web","","Opera","2024-01-15T13:01:05.835609"
"605","8","Mobile","iOS","iPhone","","2024-01-11T13:01:05.835609"
"606","8","Web","Web","","Microsoft Edge","2024-01-08T13:01:05.835609"
"607","8","Mobile","Android","Google Pixel","","2024-01-04T13:01:05.835609"
"608","8","Web","Web","","Opera","2024-01-07T13:01:05.835609"
"609","8","Web","Web","","Opera","2023-12-27T13:01:05.835609"
"610","8","Mobile","iOS","iPhone","","2023-12-25T13:01:05.835609"
"611","8","Mobile","Android","Realme","","2023-12-19T13:01:05.835609"
"612","8","Mobile","Android","Other","","2023-12-23T13:01:05.835609"
"613","8","Web","Web","","Firefox","2023-12-12T13:01:05.835609"
"614","8","Web","Web","","Microsoft Edge","2023-12-14T13:01:05.835609"
"615","8","Mobile","iOS","iPhone","","2023-12-06T13:01:05.835609"
"616","8","Web","Web","","Safari","2023-12-10T13:01:05.835609"
"617","8","Web","Web","","Google Chrome","2023-11-27T13:01:05.835609"
"618","8","Mobile","iOS","iPhone","","2023-12-03T13:01:05.835609"
"619","8","Web","Web","","Microsoft Edge","2023-11-26T13:01:05.835609"
"620","8","Mobile","Android","Xiaomi","","2023-11-20T13:01:05.835609"
"621","8","Web","Web","","Opera","2023-11-17T13:01:05.835609"
"622","8","Web","Web","","Opera","2023-11-15T13:01:05.835609"
"623","8","Mobile","iOS","iPhone","","2023-11-11T13:01:05.835609"
"624","8","Mobile","Android","Samsung Galaxy","","2023-11-11T13:01:05.835609"
